label	question	lang
HUM:desc	How are doctors?	en
LOC:city	What Canadian city has the largest population	en
ABBR:abb	JSON is an abbreviation for what?	en
HUM:gr	What is a baby boomers?	en
LOC:country	What continent is Saudi Arabia in?	en
ENTY:techmeth	How does NFC payment work?	en
ENTY:veh	What is an escalator?	en
ENTY:animal	What is a marsupial?	en
ENTY:currency	What is the symbol for guilder?	en
NUM:count	What is the number of regions of Mexico?	en
ENTY:dismed	What causes arthritis?	en
DESC:manner	How is carbon dioxide removed from natural gas	en
DESC:def	What is lenition?	en
NUM:speed	How fast can a wolf run in pursuit?	en
ENTY:dismed	What is lisinopril?	en
NUM:count	How many claws has a lobster called a pistol lost	en
ENTY:food	How are crackers produced?	en
LOC:country	Where is Turkey?	en
ENTY:lang	How many people speak Polish?	en
ENTY:techmeth	What is transformer architecture?	en
HUM:ind	Who was Isaac Newton?	en
DESC:desc	How are cycles described cyclically?	en
ENTY:food	How is water purified?	en
LOC:landmass	What is the Middle East?	en
ENTY:food	What is banana made from?	en
NUM:temp	At what temperature does human skin suffer severe burns?	en
ENTY:body	What is the function of the appendix in the human body?	en
ENTY:animal	What makes ecosystem balance critical?	en
DESC:reason	Why do cells divide?	en
HUM:ind	Who was Martin Luther King Jr?	en
HUM:desc	Who is Count Cinzano	en
HUM:title	Who holds the title of Prince?	en
ENTY:body	What is the dermis?	en
ENTY:animal	How big is a wolf?	en
LOC:landmass	What continent is the Nile River on?	en
ENTY:animal	Which animal gives birth standing up	en
DESC:desc	Can you describe the Great Wall of China?	en
NUM:count	How many web servers are there	en
NUM:date	What is the date of Christmas?	en
LOC:country	What desert country borders Saudi Arabia, Iraq and the Persian Gulf	en
ENTY:event	What age followed the Bronze Age	en
LOC:other	Where do the adventures of The Swiss Family Robinson take place	en
LOC:state	What is a township?	en
ENTY:product	What is a car?	en
NUM:weight	What is the weight of a carat in grams?	en
ENTY:dismed	What is depression?	en
DESC:def	How would you define gravity?	en
HUM:desc	What does a dentist do?	en
ENTY:other	What is the electrical output in Madrid, Spain	en
ENTY:cremat	What is an obituary?	en
NUM:date	When was the telescope invented?	en
NUM:temp	A general rule of thumb used by pilots is for every 1,000 feet of altitude, the temperature falls 3.5 F. If the temperature at sea level is 78 F, what would you expect the temperature to be at 10,000 feet	en
DESC:manner	In My Antonia, how is Mr. Shimerda out of place on the farm	en
ENTY:food	What is wine?	en
ENTY:product	What is a television made of?	en
ENTY:letter	What letter is used for calcium on the periodic table?	en
NUM:ord	What is the fifteenth letter of the alphabet?	en
ENTY:substance	What is the birthstone of October	en
NUM:speed	How fast does a human sneeze travel?	en
HUM:ind	Who designed London Bridge	en
LOC:country	What country boasts the most cars per mile of road	en
NUM:period	How long does it take for the Earth to orbit the sun?	en
ENTY:cremat	What is a funeral?	en
HUM:ind	Who is the Incredible Hulk in reality	en
ENTY:substance	What is wood used for?	en
NUM:period	How long is the average lifespan of a human being?	en
NUM:period	What is the average lifespan of a chimpanzee?	en
ENTY:symbol	How is the | symbol used?	en
NUM:money	What is the salary of a U.S. Representative	en
ABBR:abb	What is the meaning of MVP?	en
HUM:ind	What did Albert Einstein do?	en
HUM:ind	Who portrayed Fatman in the television show, Jake and the Fatman	en
DESC:manner	Describe how to yoga	en
ENTY:religion	What is the main religion in Greece?	en
DESC:reason	Why does the sky is blue?	en
ABBR:exp	What is UNESCO?	en
ENTY:color	What is LAB color?	en
ENTY:color	What is red?	en
DESC:def	What are amaretto biscuits	en
ENTY:termeq	What does Warner Bros. call a flightless cuckoo	en
NUM:period	How long should you feed your puppy Purina Puppy Chow	en
ENTY:symbol	What is the / symbol?	en
HUM:gr	What is the best distance education university or college	en
NUM:perc	What percentage of nitrogen is in air?	en
NUM:date	What is the date of Independence Day?	en
HUM:ind	Who should I call to get a tour of the New York Stock Exchange	en
LOC:country	Where is South Africa?	en
ENTY:body	What is the leg?	en
ENTY:food	Where does beef come from?	en
ENTY:event	What was the Oscars?	en
ABBR:abb	What is the abbreviation for Zettabyte?	en
ENTY:currency	What is the ruble?	en
NUM:weight	How much does a bottle of wine weigh?	en
ABBR:exp	What does KHM expand to?	en
DESC:manner	How do theologians contemplate?	en
LOC:state	What is the capital of Massachusetts?	en
LOC:state	What U.S. state is Mammoth Cave National Park in	en
ENTY:color	What is tint?	en
HUM:ind	What famous soldier was born in Europe, died in Asia, and was laid to rest in Africa	en
ENTY:letter	What is the most commonly used letter in the English language?	en
NUM:temp	At what temperature does nitrogen become liquid?	en
HUM:ind	Tell me about Marie Curie	en
ENTY:plant	What is a herb?	en
DESC:desc	Whats the distinction of U.S. Supreme Court Justice Thurgood Marshall	en
DESC:def	What is an aortic abdominal aneurysm	en
HUM:desc	Who is Peter Weir	en
DESC:reason	What makes a clitoris sensitive	en
ENTY:veh	Name the vessel used by the Atari Force in the DC comics	en
ENTY:color	human eye perceives white as a mixture of which different spectral colors	en
ENTY:currency	What currency does Hong Kong use?	en
DESC:manner	How did names come about	en
ABBR:abb	PWA is an abbreviation for what?	en
HUM:desc	Describe a typical lawyer	en
LOC:country	Where is Poland?	en
ENTY:animal	What is a ostrich?	en
NUM:speed	How fast does an eagle dive?	en
ENTY:instru	How many valves does a brass instrument have?	en
DESC:reason	Why do some jets have a vapor trail, and others do not	en
ENTY:color	What is gold?	en
ENTY:color	What color Poker chip is usually assigned the lowest value	en
NUM:code	What is the binary code for backspace?	en
DESC:def	What is autism	en
DESC:def	How does usage-based theory function?	en
LOC:landmass	What is Madagascar?	en
ENTY:color	What are school colors?	en
DESC:desc	What was the proper Laugh-In respones to Say goodnight, Dick	en
ENTY:body	What does the nose do?	en
ENTY:plant	What does a fern look like?	en
ENTY:lang	What language is the most phonetic?	en
ENTY:body	How many eyelashes does a human have?	en
ENTY:other	What is a cultural symbol?	en
DESC:def	What does laser stand for	en
LOC:state	How are states governed?	en
HUM:desc	What is the role of a trainer?	en
NUM:date	What date is Valentines Day?	en
ENTY:techmeth	What are the 7 principles of learning from the Institute for Research on Learning, IRL	en
LOC:country	What country is the largest diamond producer	en
ENTY:cremat	What TV show premiered on January 15, 1981	en
LOC:landmass	What is Africa?	en
ENTY:animal	What makes cultural transmission possible?	en
ENTY:veh	What is a lever?	en
LOC:landmass	What countries are in Europe?	en
NUM:period	How old is too old for a child to not be talking	en
NUM:other	How many mountain ranges exist?	en
HUM:desc	What is a actor?	en
DESC:desc	What captures meteorological feeling?	en
NUM:code	What does error code 506 mean?	en
HUM:title	Who composed Bohemian Rhapsody?	en
ENTY:termeq	How do you say 2 in Latin	en
NUM:other	How many fish species exist?	en
ENTY:food	What became the biggest cash crop in the U.S. in 1983, surpassing corn	en
ENTY:religion	What is Jehovahs Witnesses?	en
ENTY:lang	How many people speak Arabic?	en
ENTY:termeq	What is a 2-sided object called	en
HUM:ind	Who was Alexander the Great?	en
NUM:temp	At what temperature does plastic wrap melt?	en
ENTY:animal	What makes disease transmission serious?	en
DESC:manner	In what way do microbiologists stain?	en
NUM:weight	One kilogram equals 2.2 pounds. If a patient weighs 79.5kg, what is his weight in pounds	en
ENTY:instru	What is the purpose of a manometer?	en
ENTY:word	What is an antonym of hot?	en
ENTY:event	Tell me about World War I	en
LOC:landmass	Which continent has the most roses	en
ENTY:other	What is the shape of a football as stated in the NFL rulebook	en
LOC:landmass	What continent is Argentina on	en
ENTY:event	How are conferences organized?	en
HUM:gr	What do we call immigrants?	en
NUM:speed	What is the speed of a meteor entering Earths atmosphere?	en
ENTY:color	What is charcoal?	en
DESC:def	What is proposition 98 about	en
ABBR:exp	What does AUT expand to?	en
HUM:gr	What Ivy League school plays its home games at Palmer Stadium	en
DESC:desc	What is the difference between a preface and a foreword	en
LOC:mount	What mountain range marks the border of France and Spain	en
ABBR:abb	What does l10n mean?	en
ENTY:food	What is duck?	en
HUM:title	what are you	en
HUM:desc	What is a lecturer?	en
DESC:reason	Why do profits arise?	en
ENTY:other	What does it take to be a hero	en
ENTY:product	What was the name of the first U.S. satellite sent into space	en
DESC:reason	Why do rivers flow downstream?	en
ENTY:veh	How long does it take to accelerate a freight train to full speed?	en
ENTY:color	What is oxidation coloring?	en
DESC:def	What is Head Start	en
ABBR:exp	What does the E stand for in the equation E=mc2	en
ENTY:instru	How do you use a drums?	en
ENTY:lang	How many people speak Swedish?	en
ABBR:exp	What does NGA represent?	en
HUM:desc	Who developed the theory of relativity?	en
DESC:manner	How do speakers address audiences?	en
HUM:ind	Which German president was pressured into appointing Hitler chancellor in 1933	en
LOC:landmass	in what peninsula is Portugal located	en
LOC:water	What river runs through Colorado, Kansas, and Oklahoma	en
ENTY:word	What does airy mean?	en
ENTY:letter	What is the origin of the letter K?	en
NUM:date	On what day is Labor Day?	en
ENTY:event	What happened during the Super Bowl?	en
NUM:count	What is the population of USA?	en
ENTY:animal	How do animals disperse offspring?	en
DESC:manner	How does blood clot	en
DESC:def	How do adjectives modify nouns?	en
LOC:state	Whats the northernmost U.S. state apart from Alaska	en
ABBR:exp	FDA stands for what exactly?	en
DESC:manner	How did the Great Depression affect Japans history	en
NUM:dist	A car leaves London at 8.30am and arrives in Edinburgh at 5.30pm. If how far is it from London to Edinburgh	en
ENTY:cremat	What is the purpose of funeral?	en
NUM:perc	What percentage of the human body is muscle?	en
HUM:ind	Who killed Caesar	en
NUM:dist	What is the world record for the longest hair	en
DESC:def	How would you define enzyme?	en
ENTY:color	How are colors perceived by the human eye?	en
HUM:title	Who holds the title of Private?	en
ENTY:currency	What is deflation?	en
ENTY:currency	What is the Indian rupee?	en
HUM:desc	What does a chemist do?	en
NUM:temp	At what temperature does cellulose decompose?	en
NUM:other	What was the death toll at the eruption of Mount Pinatubo	en
DESC:manner	How do you convert foot-pounds to foot-inches	en
ENTY:body	What is the function of the pituitary gland?	en
ENTY:cremat	Jude Law was in what movie	en
NUM:date	What year did the NFL go on strike	en
ABBR:abb	What is the abbreviation for Accessibility?	en
NUM:other	What is the most-streamed artist?	en
DESC:manner	How do you write MLA style bibliographies for an Internet source	en
LOC:landmass	What continent is Brazil on?	en
ENTY:dismed	What is malaria?	en
ENTY:veh	On which flight did Fawaz Younis commit air piracy and hostage taking	en
ENTY:sport	What is long jump?	en
NUM:other	What is the golden ratio?	en
ENTY:techmeth	What are three ways in which wind is created on the earth	en
ENTY:body	How many pages of blood vessels can wrap around the Earth?	en
LOC:mount	Where is Mount Kilimanjaro?	en
LOC:other	Where is the Lourve	en
NUM:count	How many Russians have landed on the moon	en
ENTY:cremat	Tell me about wake	en
ENTY:techmeth	How does hidden Markov model function?	en
DESC:reason	What causes shortages?	en
NUM:ord	What is the first book in the series?	en
ENTY:animal	How do animals feed young?	en
ENTY:veh	How does a fighter jet work?	en
ABBR:exp	RAM means what in full form?	en
LOC:landmass	How are plains formed?	en
HUM:title	What is the role of a Judge?	en
DESC:reason	Why does it say on childrens cough syrup not to drive while using this medication	en
ENTY:termeq	What do you call a twirl in ballet	en
ENTY:symbol	What is the symbol for potassium on the periodic table?	en
DESC:def	What does Phi Beta Kappa mean	en
ENTY:dismed	What is a fear of slime	en
DESC:manner	How do you become a dentist	en
HUM:ind	Who was Albert Einstein?	en
ENTY:animal	What is a buffalo?	en
ABBR:exp	What does SOAP expand to?	en
HUM:desc	How does a judge work?	en
ENTY:body	Where is the nail?	en
NUM:code	How do MAC addresses differ from IP addresses functionally?	en
ENTY:cremat	Tell me about cemetery	en
LOC:country	What is the capital of Argentina?	en
ENTY:body	What is the artery?	en
NUM:count	How many years old is Benny Carter	en
LOC:country	What countries have the largest armed forces in the world	en
DESC:manner	How do I register a trade name in North Carolina	en
ENTY:religion	What is the LDS Church?	en
NUM:ord	How is the number 10 expressed ordinally?	en
NUM:date	What year did the Vietnam War end	en
NUM:perc	What percentage of workers prefer remote work?	en
ENTY:instru	What tool measures mass?	en
ENTY:product	How does a drone function?	en
ABBR:exp	What does ITA expand to?	en
DESC:reason	What is the purpose of BIOS	en
