label	question	answer	lang
ENTY:religion	The relationship between the three Abrahamic faiths is a cornerstone of history; provide the name of the oldest one.	Judaism.	en
ENTY:religion	The relationship between the three Abrahamic faiths is a cornerstone; name the oldest.	Judaism.	en
ENTY:event	The Renaissance was a period of cultural change; provide the name of the black plague that preceded it in the 14th century.	The Black Death.	en
ENTY:event	The Renaissance was a period of intense cultural and intellectual change in Italy; provide the name of the plague that preceded it.	The Black Death.	en
ENTY:lang	The revival of the Hebrew language is a unique event; provide the name of the individual credited with it.	Eliezer Ben-Yehuda.	en
HUM:desc	The role of a chief information security officer has become critical; describe it.	Protecting an organization's digital data from cyber threats.	en
HUM:desc	The role of a chief information security officer has become critical; provide a detailed breakdown of duties.	Protecting an organization's digital data from cyber threats.	en
ENTY:lang	The Romance languages all share a common ancestor; provide the name of the one spoken in Romania.	Romanian.	en
NUM:speed	The rotation of the Earth varies by latitude; provide speed at 45N.	733 mph.	en
NUM:speed	The rotation of the Earth varies by latitude; provide the speed at 45 degrees north.	733 mph.	en
NUM:other	The Schwarzschild radius defines the event horizon of a black hole; provide the value for Earth.	9 millimeters.	en
NUM:other	The Schwarzschild radius defines the event horizon of a black hole; provide the value for the Earth.	8.87 millimeters.	en
LOC:other	The Silk Road was an ancient network of trade routes; provide its starting location in historical China.	The city of Chang'an, known today as Xi'an.	en
LOC:other	The Silk Road was an ancient network of trade routes; provide its starting location.	Xi'an, China.	en
LOC:other	The site of the ancient city of Troy is of great archaeological interest; provide the country.	Hisarlik in the Canakkale Province of Turkey.	en
ENTY:body	The skeletal system is divided into the axial and appendicular portions; provide the name of the shoulder blade bone.	The scapula.	en
NUM:speed	The speed of light is a fundamental constant; provide the value in miles per second.	186,282 mps.	en
NUM:speed	The speed of light is a fundamental constant; provide value in miles.	186,282.	en
HUM:title	The spiritual and historical leader of Tibetan Buddhism carries a very specific title; provide the name of that title.	The Dalai Lama.	en
ENTY:sport	The sport of golf relies on a highly standardized set of equipment; provide the name for the starting point of each hole.	The tee box.	en
ENTY:sport	The sport of golf relies on standardized equipment; name the starting spot.	The tee.	en
NUM:code	The stock market uses ticker symbols; provide the symbol for Apple Inc.	AAPL.	en
NUM:temp	The storage of medical vaccines require precise controls; provide the Pfizer temp.	-70 degrees Celsius.	en
LOC:water	The Strait of Malacca is a vital shipping lane; provide the name of the ocean it leads into.	The Pacific.	en
ENTY:color	The study of color theory in art involves the relationship between colors; name the primary ones.	Red, yellow, and blue.	en
ENTY:substance	The study of rare earth elements has become increasingly important; provide the name of the element used in color television screens.	Europium.	en
ENTY:substance	The study of rare earth elements is important; name the one for TVs.	Europium.	en
ABBR:exp	The study of the Earth's atmosphere involves tools like 'LIDAR' sensors; could you please provide the full technical expansion for 'Light Detection and Ranging' and explain its use in remote sensing?	Light Detection and Ranging	en
ABBR:exp	The study of the Earth's atmosphere involves tools like 'LIDAR' sensors; could you please provide the full technical expansion for this optical technology?	Light Detection and Ranging	en
ABBR:abb	The study of the Earth's oceans requires sophisticated instrumentation; could you please provide the three-letter shorthand used for the properties of conductivity, temperature, and depth?	CTD	en
NUM:perc	The success of medical interventions depends on efficacy rates; provide the recovery percentage for melanoma.	99 percent.	en
NUM:perc	The success of medical interventions depends on recovery rates; provide melanoma.	99 percent.	en
DESC:reason	The success of the United States as a global economic superpower in the 20th century was built upon several key pillars; analyze the reasons for this dominance focusing on the impact of two world wars.	Industrial capacity was untouched by domestic warfare, allowing for massive production and global lending.	en
DESC:reason	The success of the United States as a global economic superpower in the 20th century was built upon several pillars; analyze.	Untouched industry after WWI and massive export power.	en
NUM:temp	The surface of Venus is the hottest of any planet in our solar system; provide value.	462 degrees Celsius.	en
NUM:temp	The surface of Venus is the hottest planet; provide the temperature.	462 degrees Celsius.	en
ENTY:instru	The synthesizer has evolved significantly; provide the name of the iconic modular system from the 1960s.	The Moog synthesizer.	en
DESC:def	The term 'Standard Model' in particle physics represents our current best understanding of the fundamental building blocks of the entire universe; could you provide a detailed definition of this framework?	A theory in particle physics that describes three of the four known fundamental forces in the universe, as well as classifying all known elementary particles.	en
DESC:def	The term 'Standard Model' in particle physics represents our current best understanding of the universe; define it.	The theory classifying all known subatomic particles.	en
ENTY:religion	The Tibetan branch of Buddhism has a unique structure; name the spiritual leader.	The Dalai Lama.	en
ENTY:religion	The Tibetan branch of Buddhism has a unique structure; provide the name of the spiritual leader of this faith.	The Dalai Lama.	en
ENTY:religion	The Tibetan branch of Buddhism has a unique structure; provide the name of the spiritual leader of this specific faith.	The Dalai Lama.	en
LOC:landmass	The Tibetan Plateau has an immense elevation; provide the name of the mountain range to its south.	The Himalayas.	en
NUM:period	The time it takes for a forest to completely recover after a major wildfire is a complex metric; provide the years for old-growth.	100 to 200 years.	en
NUM:weight	The Titanic was one of the heaviest ships of its time; provide its displacement.	52,310 tons.	en
NUM:weight	The total weight of the Earth's oceans is a staggering number; could you please provide the estimate?	1.4 x 10^21 kg.	en
ENTY:sport	The Tour de France is the most prestigious event in cycling; provide the name for the overall leader's jersey.	The Yellow Jersey.	en
ENTY:sport	The Tour de France is the most prestigious event; name the winner's jersey.	The yellow jersey.	en
DESC:manner	The transition from the Stone Age to the Bronze Age was marked by the ability to smelt metals; describe it.	Heating ore to high temperatures to extract copper and tin.	en
DESC:manner	The transition from the Stone Age to the Bronze Age was marked by the ability to smelt metals; describe the process.	Heating copper and tin together to create alloy.	en
ENTY:substance	The transition from the Stone Age to the Bronze Age was marked by the use of an alloy; provide the name of the two metals involved.	Copper and tin.	en
ENTY:substance	The transition from the Stone Age was marked by an alloy; name the metals.	Copper and tin.	en
ENTY:product	The transition to electric vehicles has been led by many firms; provide the name of the Ford truck.	The F-150 Lightning.	en
ENTY:product	The transition to electric vehicles has been spearheaded by innovative firms; provide the name of the electric truck from Ford.	The F-150 Lightning.	en
NUM:perc	The transition to electric vehicles is a global trend; provide the sales percentage in Norway.	80 percent.	en
NUM:perc	The transition to electric vehicles is a trend; provide the sales percent in Norway.	80 percent.	en
ENTY:veh	The transition to sustainable transport has led to hydrogen; provide the bus name.	The Fuel Cell Bus.	en
ENTY:veh	The transition to sustainable transport has led to the development of hydrogen-powered vehicles; provide the name of a commercial bus.	The Fuel Cell Bus.	en
DESC:desc	The United States government is comprised of many agencies; provide a description of the work of NASA.	Exploring space and conducting aeronautics research.	en
DESC:desc	The United States government is comprised of many executive departments; describe the role of the CIA.	An agency focused on foreign intelligence.	en
ABBR:abb	The United States government is comprised of numerous executive departments; could you provide the acronym for the 'Department of Health and Human Services' used in official documents?	HHS	en
